"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Edward Dmytryk","Stanley Kramer","Edward Anhalt, Edna Anhalt, Harry Brown","Columbia Pictures","Stanley Kramer Company, Columbia Pictures Corporation","Mystery & Thriller","English","May 9, 1952, Wide","1h 27m","Mono","In San Francisco, Eddie Miller (Arthur Franz) is a severely disturbed professional driver who fantasizes about killing beautiful women. He sends out several warning signs about his deteriorating mental state, but they're ignored by those around him. When he begins killing beautiful women and leaving clues for the authorities, the hardened Lt. Kafka (Adolphe Menjou) and police psychiatrist Dr. James G. Kent (Richard Kiley) must help track him down.",82,63,"The Sniper"
