"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Forest Whitaker","Deborah Schindler, Ezra Swerdlow","Terry McMillan, Ronald Bass","20th Century Fox","20th Century Fox","R","Comedy, Drama, Romance","English","Dec 22, 1995, Original","Nov 25, 2015","$64.2M","2h 1m","Surround, Stereo","Navigating through careers, family and romance, four friends bond over the shortcomings in their love lives -- namely, the scarcity of good men. Both as the ""other woman,"" Savannah (Whitney Houston) and Robin (Lela Rochon) carry on relationships with married men, each believing their lovers will leave their wives for them. On the flip side, Bernadine (Angela Bassett) ends up alone when her husband divorces her for his mistress. Meanwhile, Gloria (Loretta Devine) finds love with a new neighbor.",56,79,"Waiting to Exhale"
