"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bob Clark","Howard Smith, Marvin Worth, Bill Blake, Richard M. Spitalny","PG","Comedy","English","Aug 6, 2013","1h 51m","Surround","Trying to get out of her contract with her obnoxious manager, Freddie (Ron Leibman), country singer Jake Farris (Dolly Parton) bets that she can turn the next person she sees into a Nashville-style crooner. Unfortunately, the next person she sees is cocky New York City cabbie Nick (Sylvester Stallone), who can't sing a note. Undaunted, she brings her new protégé to her tiny Tennessee hometown to train him in all things country, while her ex-boyfriend (Tim Thomerson) tries to win her back.",19,36,"Rhinestone"
