"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Steve Taylor","J. Clarke Gallivan, Coke Sams, Steve Taylor","Steve Taylor, Chip Arnold, Ben Pearson","Triumph Marketing, Sony Pictures Entertainment","Ruckus Films","PG-13 (Some Drug References)","Drama","English","Feb 17, 2006, Original","Jul 18, 2006","$432.3K","1h 44m","Two pastors, one from a wealthy parish in a predominantly white suburb, the other, the head of an inner-city church, must learn to bridge the gap between their different philosophies and their individual prejudices. Together they look for common ground through faith and fight to save one's struggling urban church and the people it serves.",44,78,"The Second Chance"
