"Director","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Daniel Mann","Metro-Goldwyn-Mayer","Comedy","English","2h 3m","In the months immediately after the end of World War II, the U.S. Army has occupied the island of Okinawa, Japan, and is trying to Westernize the local population. Hapless Captain Fisby (Glenn Ford) wants to do good by creating a social club and schoolhouse, but the villagers would rather have a teahouse, complete with geishas. The situation looks like a standoff, until the wily, philosophical interpreter Sakima (Marlon Brando) offers his services as a go-between.",86,64,"The Teahouse of the August Moon"
