"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Joseph Ruben","Walter F. Parkes, Lawrence Lasker","Columbia Pictures Corporation","R","Crime, Drama","English","Feb 17, 1989, Limited","Apr 1, 2010","$8.7M","1h 43m","Surround","Jaded lawyer Eddie Dodd (James Woods), a well-regarded activist in the 1960s whose moment has long passed, now smokes marijuana and defends drug dealers who pay in cash. Recent law graduate Roger Baron (Robert Downey Jr.) becomes Dodd's apprentice, hoping to learn from him. When an agitated mother walks in insisting her son is innocent of the murder he was jailed for eight years ago, idealistic Roger prods Eddie to take the case, and the pair uncovers a huge conspiracy that endangers them both.",96,63,"True Believer"
