"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Pablo Trapero","Pablo Trapero","Alejandro Fadel, Martín Mauregui, Santiago Mitre, Pablo Trapero","Strand Releasing","R","Crime, Drama, Romance, Mystery & Thriller","Spanish","Feb 11, 2011, Limited","Jun 7, 2011","$85.4K","1h 47m","The shady past of an ambulance-chasing lawyer (Ricardo Darín) threatens his unlikely romance with an idealistic doctor (Martina Gusmán).",88,72,"Carancho"
