"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"John Cromwell","Harriet Parsons","RKO Radio Pictures","RKO Radio Pictures Inc.","Romance","English","Feb 15, 1945, Original","Dec 1, 2009","1h 31m","Disfigured from wounds suffered in war, pilot Oliver Bradford (Robert Young) runs away in shame from his beautiful fiancée (Hillary Brooke) and his mother (Spring Byington). Renting a cottage from the kind-hearted Mrs. Minnett (Mildred Natwick), Oliver meets the plain-looking but gentle housekeeper Laura Pennington (Dorothy McGuire). As the veteran and the maid begin to learn more about one another, they see past their outer imperfections to discover that true beauty lies within.",100,83,"The Enchanted Cottage"
