"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Menahem Golan","Stanley Chase","Menahem Golan","21st Century Film Corporation, Golan-Globus Productions","PG-13","Musical","English","$16.1K","2h 0m","London highwayman Capt. Macheath (Raul Julia) woos the beggar king's (Richard Harris) daughter in this version of ""The Threepenny Opera.""",20,50,"Mack the Knife"
