"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Morrissey","Andy Warhol","Paul Morrissey","Drama","English","Sep 26, 1968, Original","Oct 18, 2005","1h 45m","A gay heroin junkie works as a male prostitute to support his, his lesbian wife's and her lover's addiction.",67,51,"Flesh"
