"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alex Sichel","Dolly Hall","Sylvia Sichel","Fine Line Features","R","Drama","English","Apr 25, 1996, Original","Jun 14, 2005","$286.0K","1h 30m","Ultra-Stereo, Surround","Claude (Alison Folland) is a young musician living in New York City's tough Hell's Kitchen neighborhood. She finds herself falling in love with her best friend, Ellen (Tara Subkoff), and although Ellen shows that she might be interested, Ellen is also involved in a relationship with a man named Mark (Cole Hauser). What starts as a tense love triangle soon turns dangerous when Claude realizes that Mark may have had a hand in the murder of her neighbor, Luke (Pat Briggs).",87,71,"All Over Me"
