"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Joseph Kosinski","Jerry Bruckheimer, Tom Cruise, David Ellison, Christopher McQuarrie","Ehren Kruger, Eric Warren Singer, Christopher McQuarrie","Paramount Pictures","Don Simpson/Jerry Bruckheimer Films, Paramount Pictures, Jerry Bruckheimer Films, Skydance Media","PG-13 (Some Strong Language|Sequences of Intense Action)","Action, Adventure","English","May 27, 2022, Wide","Sep 8, 2023","Aug 22, 2022","$718.5M","2h 11m","Dolby Atmos","Scope (2.35:1)","After more than thirty years of service as one of the Navy’s top aviators, Pete “Maverick” Mitchell (Tom Cruise) is where he belongs, pushing the envelope as a courageous test pilot and dodging the advancement in rank that would ground him. When he finds himself training a detachment of Top Gun graduates for a specialized mission the likes of which no living pilot has ever seen, Maverick encounters Lt. Bradley Bradshaw (Miles Teller), call sign: “Rooster,” the son of Maverick’s late friend and Radar Intercept Officer Lt. Nick Bradshaw, aka “Goose”.

Facing an uncertain future and confronting the ghosts of his past, Maverick is drawn into a confrontation with his own deepest fears, culminating in a mission that demands the ultimate sacrifice from those who will be chosen to fly it.",96,99,"Top Gun: Maverick"
