"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ken Russell","Ken Russell","Metro-Goldwyn-Mayer","Russflix","G","Musical, Comedy","English","Dec 16, 1971, Original","Apr 1, 2012","2h 16m","When the leading lady of a traveling theatrical troupe injures herself, the group's shy and demure stage manager, Polly (Twiggy), is suddenly thrust into the spotlight to take her place. As luck would have it, she makes her debut on the same day that famous movie director De Thrill (Vladek Sheybal) attends the performance. Eager to make the jump to motion pictures, all of the actors play to De Thrill, compounding Polly problems. Only the leading man, Tony (Christopher Gable), is sympathetic.",88,68,"The Boy Friend"
