"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Christian Sesma","Brandon Burrows","Chad Law, Josh Ridgway","RLJE Films","Firebrand, Underdogg Entertainment","Action","English","Sep 23, 2022, Limited","Sep 23, 2022","1h 38m","Scope (2.35:1)","After avenging the murder of his wife and child, a former soldier is sent to prison with a life sentence. He's given a shot at freedom when a shadow government agency recruits him for an off-the-books assignment, and he soon realizes Section 8 isn't what it seems.",31,36,"Section 8"
