"Director","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Roberto Gavaldón","Azteca Films Inc.","Fantasy","Spanish","Sep 27, 1961, Original","Dec 16, 2003","1h 30m","Three mysterious deities visit impoverished peasant Macario (Ignacio López Tarso) when his wife (Pina Pellicer) prepares for him his favorite meal, a whole turkey. After withholding the succulent bird from both God (José Luis Jiménez) and the Devil (José Gálvez), Macario finally offers half to Death (Enrique Lucero), hoping the gesture will stave off his own demise. As a reward, Death offers Macario healing water that will work only at the discretion of Death himself.",100,95,"Macario"
