"Director","Screenwriter","Production Co","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Paolo Sorrentino","Paolo Sorrentino","Fandango, Medusa Film, Indigo Films","Drama","Italian","1h 44m","Dolby Digital","In a Swiss hotel, Titta di Girolamo lives a rigid and tedious life, sitting by a lake day after day. After ten years of waiting for something, although he doesn't know what, he begins to talk to Sophia, the hotel's barmaid, and as he tells his story, everything changes.",83,87,"The Consequences of Love"
