"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Woody Allen","Robert Greenhut","Woody Allen","Jack Rollins and Charles Joffe","PG","Drama","English","Oct 1, 2016","$499.5K","1h 23m","When philosophy professor Marion Post (Gena Rowlands) rents an apartment to work on her new book, she soon realizes that she can hear into the next room, which houses a psychiatrist's office. Marion becomes captivated by the sessions of a patient named Hope (Mia Farrow). As Hope talks about her emotional issues, Marion begins to reevaluate her life. She comes to realize that her coldness has shut her off from friends and family, and she has missed a chance for true love.",59,75,"Another Woman"
