"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Glen Goei","Glen Goei","Buena Vista (Walt Disney)","PG-13","Comedy","English","Nov 18, 2016","$19.3K","1h 33m","Surround","When the Bruce Lee-idolizing Hock (Adrian Pang), a young supermarket clerk, realizes that he can make some quick cash by winning a disco contest, he decides to enter in order to buy a motorcycle. Accompanied by his friend Mei (Medaline Tan), Hock learns how to dance and becomes enamored with the lovely Julie (Anna Belle Francis). Despite running afoul of Julie's boyfriend, Richard (Pierre Png), Hock remains determined to win both her affection and the prize money.",44,85,"That's the Way I Like It"
