"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"William Wyler","Warner Bros.","Drama","English","Mar 10, 1938, Original","Nov 21, 2016","1h 44m","In one of her most renowned roles, Bette Davis portrays Julie Marsden, a spoiled Southern belle who risks losing her suitor with her impetuous behavior. Engaged to successful banker Preston Dillard (Henry Fonda), Julie pushes him away with her arrogant and contrary ways, leading to a scandalous scene at a major social event and his subsequent departure. When Preston eventually returns and Julie attempts to win him back, she discovers that it may be too late.",96,83,"Jezebel"
