"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Thomas Vincent","Kaley Cuoco, Alex Heineman, Andrew Rona","Andrew Baldwin, Seth W. Owen","Amazon Studios","StudioCanal, Yes, Norman Productions, The Picture Company","R (Violence and Language)","Mystery & Thriller","English","Jan 12, 2024","1h 40m","Emma (Kayley Cuoco) and Dave (David Oyelowo) have the seemingly perfect life -- two kids, suburban house, good jobs -- but after seven years of marriage they find themselves in a bit of a rut. For their wedding anniversary this year they are looking to spice things up with a little role play. They plan to meet as strangers in a hotel bar, but before Dave arrives, Emma catches the eye of a mysterious older man (Bill Nighy). The mystery gentleman recognizes Emma -- as an international assassin for hire with a bounty on her head. Emma leads a secret life that Dave knows nothing about. Emma's past comes roaring back into her new life and she is forced to take action to protect the family she loves.",26,43,"Role Play"
