"Director","Producer","Screenwriter","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Scott Winant","Penney Finkelman Cox, Tom Rosenberg, Alan Poul","Winnie Holzman","PG-13","Romance","English","$3.5M","1h 53m","Surround","Gwen Moss (Jeanne Tripplehorn), a writer hired to pen a book about former child star Francesca Lanfield (Sarah Jessica Parker), moves to the apartment complex that the actress owns. While Gwen struggles with her love life or lack thereof, Francesca becomes involved with handsome architect Nick Dawkan (Dylan McDermott), who is working on a project that will mean the destruction of the apartments. Eventually, Gwen and Nick meet, and there's an undeniable chemistry, despite their differences.",5,35,"'Til There Was You"
