"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"George Huang","George Huang","Cineville","R","Comedy, Drama","English","Sep 6, 2016","$34.7K","1h 33m","Guy (Frank Whaley) is a young film executive who's willing to do whatever it takes to make it in Hollywood. He begins working for famed producer Buddy Ackerman (Kevin Spacey), a domineering, manipulative, coldhearted boss. When Guy also finds out that his cynical girlfriend, Dawn (Michelle Forbes), has been using sex as a career move, he reaches his limit. Guy decides to exact revenge on Buddy by kidnapping him and subjecting him to cruel and unusual punishment.",76,79,"Swimming With Sharks"
