"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Arthur Hiller","Aaron Russo","W.R. McKinney","R","Comedy, Drama","English","Oct 5, 1984, Limited","Sep 16, 2008","1h 46m","Surround","High school teacher Alex Jurel (Nick Nolte) has gone from idealistic to pessimistic. His classroom methods come under scrutiny when a former pupil sues him for not ensuring student literacy, and the arrival of Lisa Hammond (JoBeth Williams), the lawyer assigned to the case, only makes things worse -- she's one of Alex's former star pupils. When Alex tries to help his other students, he just gets into more trouble with timid principal Horn (William Schallert) and the school board.",61,45,"Teachers"
