"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Lee Unkrich","Darla K. Anderson","Adrian Molina, Matthew Aldrich","Walt Disney","Pixar Animation Studios","PG (Thematic Elements)","Kids & Family, Comedy, Adventure, Music, Animation","English","Nov 22, 2017, Wide","Feb 13, 2018","$210.5M","1h 49m","Dolby Atmos","Scope (2.35:1)","Despite his family's generations-old ban on music, young Miguel dreams of becoming an accomplished musician like his idol Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead. After meeting a charming trickster named Héctor, the two new friends embark on an extraordinary journey to unlock the real story behind Miguel's family history.",97,94,"Coco"
