"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Andrzej Krakowski","Mahyad Tousi","Andrzej Krakowski","Wildcat Releasing","Maya Cine Digital, Palladin Pictures, Full Moon Angel Cine Independente","R (Language)","Comedy, Drama","English","Oct 30, 2009, Limited","Jan 14, 2011","Dec 7, 2015","1h 55m","A Hollywood talent agent (David Moscow) travels to a Guatemalan town to find a retired actor (Ben Gazzara) who was once married to the agent's mother.",22,33,"Looking for Palladin"
