"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"George Cukor","Sarah Y. Mason, Victor Heerman","RKO Radio Pictures","Warner Brothers/Seven Arts","Drama","English","Nov 16, 1933, Original","Jan 1, 2008","1h 56m","The endearing saga of the March sisters -- Meg (Frances Dee), Jo (Katharine Hepburn), Amy and Beth -- who come of age in New England during the Civil War, is based on the classic Louisa May Alcott novel. With Mr. March away fighting for the Union cause, the girls and their beloved mother, Marmee (Spring Byington), manage to keep their spirits up through dire economic and emotional crises, until Jo's literary aspirations and Meg's romance with a teacher threaten to pull the sisters apart.",89,78,"Little Women"
