"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Joseph Zito","Yoram Globus, Menahem Golan","James Bruner, Chuck Norris","Cannon Films","R","Action","English","Aug 15, 2017","$17.2M","1h 47m","Surround","Flat (1.85:1)","Retired CIA agent Matt Hunter (Chuck Norris) is forced back into the business when a villain from his past re-emerges. Soviet Mikhail Rostov (Richard Lynch), a terrorist whom Matt once caught, wants to exact revenge. After failing to find Matt at his Everglades home, Rostov and his army of Communist guerrillas begin carrying out terrorist acts all over southern Florida. Millions of innocent lives are at risk, and it's up to Matt, the National Guard and the FBI to save them.",19,52,"Invasion U.S.A."
