"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Thorpe","Joe Pasternak","Dorothy Donnelly, Wilhelm Meyer-Förster, Wilhelm Meyer-Förster","Metro-Goldwyn-Mayer","Metro Goldwyn Mayer","G","Musical, Romance","English","Jun 15, 1954, Wide","Jul 26, 2011","1h 47m","Prince Karl (Edmund Purdom) goes to university in Heidelberg, sows wild oats, and falls in love with an innkeeper's niece (Ann Blyth).",57,75,"The Student Prince"
