"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Lucio Fulci","Lucio Fulci, Dardano Sacchetti","Dania Film, National Cinematografica, Medusa Distribuzione","R","Horror","Italian","Aug 11, 1980, Original","May 2, 2017","1h 32m","A newsman (Christopher George) and a prematurely buried woman (Katriona McColl) confront the living dead in Massachusetts.",44,56,"City of the Living Dead"
