"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Richard Benjamin","Columbia Pictures Corporation","PG","Mystery & Thriller","English","Apr 1, 2010","$1.5M","1h 38m","Surround","Roy Parmenter (Sidney Poitier) is an FBI agent with a long-standing vendetta against a Russian spy named Scuba (Richard Lynch). Now, Scuba is blackmailing the Soviet government by tracking down and assassinating their sleeper agents in the United States. Parmenter discovers that high-school student Jeff Grant (River Phoenix) is the son of two such agents (Caroline Kava, Richard Jenkins), which is a total shock to Jeff. Parmenter must try to track Scuba while also protecting the Grants.",53,45,"Little Nikita"
