"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bertrand Tavernier","Frédéric Bourboulon, Alain Sarde","Dominique Sampiero, Bertrand Tavernier, Tiffany Tavernier","Independent Artists","Le Studio Canal +, Les Films Alain Sarde, Little Bear [fr], TF1 Films Productions","Drama","French (France)","Sep 8, 2000, Wide","Nov 26, 2002","$12.3K","1h 58m","DTS, Surround","When a kindergarten teacher (Philippe Torreton) living in a rural town in France finds that the coal mines -- the main source of income -- have been closed down, his community changes, becoming increasingly poverty-stricken and decrepit. One day a woman abandons her children, and he decides to take the kids into his home. From there he begins to take a stand against the deterioration of his village.",81,79,"It All Starts Today"
