"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ye Lou","Philippe Bober, An Nai","Ye Lou","Strand Releasing","Essential Filmproduktion GmbH, Coproduction Office","Drama","Chinese","Nov 3, 2000, Original","Feb 17, 2023","Oct 30, 2001","$96.3K","1h 23m","Surround, Dolby Stereo","Along the banks of the Suzhou River, which winds precariously through Shanghai, Marda (Jia Hongshen) falls in love with a dramatically beautiful young woman named Moudan (Zhou Xun). When he tries to kidnap her in order to demand ransom money from her rich father, she escapes him, jumping in to the river and disappearing forever. Marda serves a three-year jail sentence for his attempted crime. Upon his release, he meets a woman that looks exactly like Moudan, named MeiMei (also played by Zhou Xun).",91,83,"Suzhou River"
