"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tian-Ming Wu","Titus Ho, Mona Fong","Minglun Wei","Shaw Brothers","Drama","Chinese","Apr 3, 2017","$1.1M","1h 41m","Surround, Dolby SR","In 1930s China, aging street performer Wang (Zhu Xu) yearns for a male heir to inherit the secrets of his renowned magical act. Though he refuses an offer to join the opera, he heeds the advice of female-impersonating opera star Liang (Zhang Zhigang) to find an heir. Wang soon buys an 8-year-old orphan named Doggie (Zhou Renying). When his new heir reveals a desperate secret, Wang must choose between following the strictures of society and the fatherly love he feels for his new protégé.",89,91,"The King of Masks"
