"Director","Producer","Screenwriter","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bill Bennett","Bill Bennett, Jennifer Cluff","Bill Bennett","R","Mystery & Thriller","English","$790.9K","1h 35m","Surround","Traumatized by a horrific incident from her childhood, petty criminal Nikki (Frances O'Connor) picks up lonely businessmen and robs them with the help of her faithful boyfriend, Al (Matt Day). After one of their marks (Geoff Revell) accidentally ends up dead, the couple discovers he was in possession of a videotape that shows football legend Zipper Doyle (Barry Langrishe) committing sex crimes. Soon the lovers are being chased through the Australian outback by both Zipper and the police.",83,76,"Kiss or Kill"
