"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jacques Thelemaque","Linda L. Miller","Jacques Thelemaque","Filmmakers Alliance","Drama","English","$3.7K","1h 47m","On the run from an abusive lover, a woman (Diane Gaidry) flees to Los Angeles and meets a misanthropic pet walker (Pamela Gordon) who is terminally ill.",54,89,"The Dogwalker"
