"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Travis Cluff, Chris Lofing","Travis Cluff, Kyle Gentz, Chris Lofing","Jill Awbrey","Tremendum Pictures","Horror, Mystery & Thriller","English","Apr 9, 2021, Limited","Apr 9, 2021","$142.2K","1h 34m","Scope (2.35:1)","In HELD, Emma (Jill Awbrey) and Henry's (Bart Johnson) marriage is losing its spark. In an effort to reconnect, they vacation to a remote high-end rental, complete with automated smart house features and integrated security. However, after suspecting a nighttime intruder they decide to flee, only to become forcibly trapped inside by the automated security system. Emitting from the house, an unknown 'Voice' watches their every move through an array of hidden cameras, revealing an intimate and unsettling knowledge of their relationship. While the situation grows increasingly brutal, Emma and Henry must work together to uncover the truth and find a way out before it's too late.",39,64,"Held"
