"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Christine Jeffs","Philippa Campbell","Kirsty Gunn, Christine Jeffs","Miramax Films","Miramax","Drama","English","Apr 26, 2002, Wide","May 29, 2007","1h 32m","Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo","Teenager Janey (Alicia Fulford-Wierzbicki) and her little brother, Jim (Aaron Murphy), go on vacation to New Zealand's Mahurangi Peninsula with their parents, Kate (Sarah Peirse) and Ed (Alistair Browning). There, it becomes increasingly obvious to Janey that her parents are drifting apart. Kate is having an affair with a rugged boat captain named Cady (Marton Csokas), while Ed loses himself in whiskey. Fond of Cady herself, Janey decides to pursue him, while everyone neglects little Jim.",85,84,"Rain"
