"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Eitan Gorlin","Eitan Gorlin","Cavu Releasing","Metro-Goldwyn-Mayer, United Artists","R","Drama","English","Jul 11, 2003, Wide","Sep 7, 2004","$586.4K","1h 32m","Rabbinical student Mendy (Oren Rehany) is more or less commanded to visit a brothel after one of his teachers notices him struggling with his sexuality. Instantly smitten with Russian immigrant Sasha (Tchelet Semel), Mendy decides to set off and explore the wider world. Ending up at a Jerusalem bar run by American expatriate Mike (Saul Stein), he learns about secular life from the bar's patrons, who represent a wide variety of ethnicities and beliefs.",52,78,"The Holy Land"
