"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Eric Weston","Sylvio Tabet","Leisure Investment Company, Coronet Films","R","Horror","English","May 13, 2018","1h 37m","Surround","Flat (1.85:1)","Bullied by classmates, a pudgy military-school student (Clint Howard) fights back by computer with the devil.",47,36,"Evilspeak"
