"Director","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Maryo J. de los Reyes","Drama","English","2h 1m","A boy (Jiro Manio) builds a coffin for his terminally ill grandmother, while raising money to buy a wheelchair for his sister.",63,97,"Magnifico"
