"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Dan Rosen","Jeremy Lew, Ted Schipper, Michael Amato","Dan Rosen","Trimark Pictures","R","Drama","English","Jan 24, 1998, Original","Aug 1, 2009","1h 30m","Dolby Digital","Flat (1.85:1)","Two roommates (Matthew Lillard, Michael Vartan) plan to kill a third (Randall Batinkoff) to take advantage of college policy giving a 4.0 grade to a suicide's roommates.",0,53,"Dead Man's Curve"
