"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Maurice Pialat","Sony Pictures Classics","R","Biography","French (Canada)","Oct 30, 1992, Wide","Aug 10, 2016","$5.2K","2h 55m","Dolby A","Based on the life of the legendary Dutch painter Vincent van Gogh (Jacques Dutronc), this French film focuses on the last few months before his death. The movie details Vincent's close, if volatile, relationship with his brother, Theo (Bernard Le Coq). Also examined are the artist's friendships with his doctor, Paul Gachet (Gérard Séty), and the physician's pretty daughter, Marguerite (Alexandra London), as well as Vincent's late-period work and his creative process.",77,67,"Van Gogh"
