"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","Alfred Hitchcock","Pierre Boileau, Thomas Narcejac, Samuel A. Taylor, Alec Coppel","Paramount Pictures","Paramount Pictures, Alfred J. Hitchcock Productions","PG","Mystery & Thriller","English","May 9, 1958, Wide","Oct 4, 1996","Aug 2, 2015","$1.8M","2h 8m","Flat (1.85:1)","Hitchcock's romantic story of obsession, manipulation and fear. A detective is forced to retire after his fear of heights causes the death of a fellow officer and the girl he was hired to follow. He sees a double of the girl, causing him to transform her image onto the dead girl's body. This leads into a cycle of madness and lies.",92,93,"Vertigo"
