"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"François Truffaut","Marcel Berbert","Michel Fermaud, Suzanne Schiffman, François Truffaut","Les Films du Carrosse","Romance, Comedy, Drama","French (France)","Apr 27, 1977, Original","Jan 23, 2001","2h 0m","Mono","Middle-aged Frenchman Bertrand Morane (Charles Denner) is relentless in his pursuit of women, constantly moving from conquest to conquest without any qualms about his promiscuity. He attempts to woo Helene (Geneviève Fontanel), a lovely lingerie store owner, but she prefers younger men, so he moves on to a married woman, Delphine Grezel (Nelly Borgeaud). Bertrand eventually begins his sex-filled memoirs, and his editor, Genevieve Bigey (Brigitte Fossey), becomes his next amorous relationship.",82,85,"The Man Who Loved Women"
