"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Pasquin","Brian Reilly","Bruce A. Evans, Raynold Gideon","Walt Disney Pictures","PG","Kids & Family, Comedy","English","Mar 7, 1997, Limited","Mar 1, 2013","$59.9M","1h 45m","Surround","Manhattan broker Michael Cromwell (Tim Allen) is engaged to fiancée Charlotte (Lolita Davidovich) but needs a divorce from his estranged wife, Patricia (JoBeth Williams), who's been living in the Amazon with a native tribe for years. Michael travels to the Amazon and discovers he has a son: Teen Mimi-Siku (Sam Huntington), who begs to be taken to the city to fulfill a quest for his tribe. At first, things don't go so smoothly for the kid from the jungle, but soon the boy and his dad bond.",19,33,"Jungle 2 Jungle"
