"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Rowland V. Lee","Edward Small","Edward Small Productions","Adventure","English","Aug 29, 1934, Limited","Apr 17, 2020","1h 53m","In the midst of the tumultuous Napoleonic era, Frenchman Edmond Dantes (Robert Donat) is charged with a trumped-up crime and sent to prison. But after years of confinement, he escapes, and in the process secures a vast fortune hidden away on the island of Monte Cristo, off the Italian coast. Rebranding himself as a man of nobility and means, Edmond aims to settle scores with traitorous former friend Mondego (Sidney Blackmer) and the others who took his freedom and his fiancée (Elissa Landi).",88,77,"The Count of Monte Cristo"
