"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jesse V. Johnson","Ehud Bleiberg, Joe Karimi-Nik","Jesse V. Johnson, Stu Small","Samuel Goldwyn Films","Action","English (United Kingdom)","May 24, 2019, Limited","May 24, 2019","1h 27m","Scope (2.35:1)","While on a prison furlough, a lowly criminal evades his guards and returns to his old stomping ground to take revenge on the people who turned him into a coldblooded killer.",84,81,"Avengement"
