"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Don Siegel","Don Siegel","Leigh Vance","Universal/Universal Int","PG","Mystery & Thriller","English","1h 46m","Hated by his boss (Delphine Seyrig), estranged from his wife (Donald Pleasence), a British secret agent (Michael Caine) tries to rescue his kidnapped son.",57,36,"The Black Windmill"
