"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","Edward Black","Charles Bennett, Josephine Tey, Edwin Greenwood, Anthony Armstrong, Gerald Savory, Alma Reville","Gaumont","Mystery & Thriller","English (United Kingdom)","Feb 10, 1938, Limited","Jun 30, 2016","1h 20m","Mono","Flat (1.37:1)","When normal guy Robert Tisdall (Derrick de Marney) discovers the body of actress Christine Clay (Pamela Carme) washed up on shore, he is arrested for her murder. Having no confidence in the barrister assigned to him, Tisdall escapes from the police station and ends up hitching a ride with the police chief's daughter, Erica Burgoyne (Nova Pilbeam). After being spotted together, the two are assumed to be in league and have no choice but to cooperate in order to uncover the real killer.",100,62,"Young and Innocent"
