"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Hayao Miyazaki","Hayao Miyazaki, Cindy Davis Hewitt, Donald H. Hewitt","New World Pictures","Studio Ghibli","PG (Violence)","Fantasy, Anime","Japanese","Jun 13, 1985, Original","May 19, 2024","Dec 16, 2019","1h 58m","Dolby Digital","Flat (1.85:1)","Far in the future, after an apocalyptic conflict has devastated much of the world's ecosystem, the few surviving humans live in scattered semi-hospitable environments within what has become a ""toxic jungle."" Young Nausicaä lives in the arid Valley of the Wind and can communicate with the massive insects that populate the dangerous jungle. Under the guidance of the pensive veteran warrior, Lord Yupa, Nausicaä works to bring peace back to the ravaged planet.",90,91,"Nausicaä of the Valley of the Wind"
