"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Cecil B. DeMille","Paramount Pictures","Paramount","History, Drama","English","Oct 5, 1934, Original","Apr 7, 2009","1h 41m","Devious Egyptian queen Cleopatra (Claudette Colbert) struggles to maintain her tenuous hold on her kingdom, wooing her lovers Julius Caesar (Warren William) and Marc Antony (Henry Wilcoxon) while manipulating the ongoing power struggle between the two Romans for her own nefarious ends. Director Cecil B. DeMille fills the oft-told story with lavish musical production numbers and his trademark large-scale set pieces, as well as a tongue-in-cheek attitude toward sexuality.",83,67,"Cleopatra"
