"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Vittorio De Sica","Vittorio De Sica","Cesar Zavattini","Fantasy","English","Dec 3, 1951, Original","Dec 17, 1951","Jun 5, 2020","1h 36m","When Lolotta (Emma Gramatica) finds a baby in her cabbage patch, she raises him as her own. Years later, Lolotta dies, and young Toto (Francesco Golisano) quickly bounces from the orphanage to the street. A holy fool of sorts, he falls in with a ragtag group of homeless people whose junkyard he helps organize into a more livable, ordered environment. Everything's rosy until oil is discovered underneath the yard, and a ruthless capitalist attempts to drive the group away.",92,89,"Miracle in Milan"
