"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"William Dieterle","Robert Nathan, Leonardo Bercovici, Paul Osborn, Peter Berneis, Ben Hecht, David O. Selznick","Selznick International Pictures, Anchor Bay Entertainment, Fox","Vanguard Films Production","Romance","English","Dec 25, 1948, Original","Oct 19, 2004","1h 26m","In Depression-era New York, painter Eben Adams (Joseph Cotten) despairs at his lack of success. One cold winter evening in Central Park, he meets an enigmatic, old-fashioned little girl, Jennie Appleton (Jennifer Jones), who captures his fancy when she asks him to wait for her to grow up. Soon after, Eben sells a sketch of Jennie to kindly art dealer Miss Spinny (Ethel Barrymore) and, as he meets the oddly mutable Jennie in fleeting moments, begins to realize they share a special destiny.",88,85,"Portrait of Jennie"
