"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Raoul Walsh","W. R. Burnett, John Huston","Warner Home Vídeo, Warner Bros., MGM/UA Home Entertainment Inc., Warner Bros. Pictures, Key Video","Warner Brothers","Crime, Drama","English","Jan 24, 1941, Wide","Nov 21, 2016","1h 40m","Mono","35mm, Flat (1.37:1)","Aging mobster Big Mac (Donald MacBride) is looking to pull off one more heist before he retires. With his sights set on robbing a California casino, Big Mac breaks one of his former associates, Roy Earle (Humphrey Bogart), out of prison to mastermind the job. When the robbery goes awry, Earle is forced to go on the lam and settles for the night in the hills of the nearby Sierra Nevadas. But, with the cops on his tail, Earle is soon forced to fend off the law from the mountains.",92,78,"High Sierra"
