"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Thorpe","Cyril Hume","Metro Goldwyn Mayer","Adventure","English","Nov 6, 1936, Limited","Jan 1, 2008","1h 35m","Heiress Jane's (Maureen O'Sullivan) relatives want her home, and their guide (John Buckler) wants the ape man (Johnny Weissmuller) in a circus.",71,60,"Tarzan Escapes"
