"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ramón Menéndez","Tom Musca","Warner Home Vídeo, Warner Bros.","Warner Brothers","PG","Drama, Biography","English","Mar 11, 1988, Original","Jan 1, 2008","$11.9M","1h 42m","Los Angeles high school teacher Jaime Escalante (Edward James Olmos) is being hassled by tough students like Angel Guzman (Lou Diamond Phillips). But Jaime is also pressured by his bosses, who want him to control his raucous classroom. Caught in the middle, he opts to immerse his students in higher math. After intensive study, his students ace California's calculus test, only to learn that their scores are being questioned. They'll have to retake the exam in order to quiet the critics.",90,79,"Stand and Deliver"
