"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Dennis Hopper","R","Drama","English","May 22, 2017","1h 48m","A stuntman (Dennis Hopper) stays behind with culturally shocked natives after filming ""Billy the Kid"" in Peru.",50,53,"The Last Movie"
