"Director","Producer","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Edmund Goulding","Edmund Goulding","Metro-Goldwyn-Mayer","Drama, Romance","Nov 29, 1927, Original","Jun 22, 2009","1h 22m","Tolstoy's Anna Karenina (Greta Garbo) becomes a widow in Russia and marries the dashing soldier Vronsky (John Gilbert).",86,62,"Love"
