"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Prentice Penny","Jill Ahrens, Ryan Ahrens, Ben Renzo","Prentice Penny","Drama","English","Mar 28, 2020","1h 44m","A young man upsets his father when he pursues his dream of becoming a master sommelier instead of joining the family barbecue business.",92,63,"Uncorked"
