"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"William Dieterle","Warner Bros.","Warner Bros.","Comedy","English","Jul 23, 1932, Wide","Mar 11, 2017","1h 8m","Baroness Teri von Horhenfels (Kay Francis) deals with the tedium of her aristocratic life in Vienna with a long line of lovers. Her rich husband, Franz (Henry Kolker), seems not to notice. As she's just about to end her latest love affair, the baroness gets a much-needed dose of excitement when she becomes the target of a charismatic thief (William Powell). After staging a daring jewelry robbery, he makes off with the baroness's ring -- and her heart.",83,68,"Jewel Robbery"
