"Director","Producer","Screenwriter","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Anthony M. Dawson","Edmondo Amati","Dardano Sacchetti, Anthony M. Dawson","R","Horror","Italian","1h 31m","Two Vietnam veterans bring back a virus that turns humans into cannibals, resulting in GIs running wild in the sewers and streets of Atlanta.",60,41,"Savage Apocalypse"
