"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mike Hodges","John Quested, Geoffrey Helman","R","Fantasy","English","Jan 11, 2005","1h 43m","Stereo, Surround","A North Carolina newsman (Tom Hulce) tracks the story of a traveling psychic (Rosanna Arquette), her father (Jason Robards) and her visions of death.",89,49,"Black Rainbow"
