"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter D'Antoni","Philip D'Antoni","Albert Ruben, Alexander Jacobs","Twentieth Century Fox","PG","Crime, Drama","English","Feb 6, 2007","1h 43m","Buddy Manucci (Roy Scheider) is a tough New York City cop who operates as part of an unconventional team called ""The Seven-Ups"" that uses drastic measures to bring criminals to justice. When Vito Lucia (Tony Lo Bianco), one of Manucci's street contacts, uses a classified police list to kidnap mobsters and hold them for ransom, it sets off a series of escalating conflicts. After a member of Manucci's unit is killed in the ensuing violence, the cop and his crew stop at nothing to get Lucia.",73,70,"The Seven-Ups"
