"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Philippe de Broca","Philippe de Broca, Jacques Juranville","Les Productions Artistes Associés","Comedy","French (Canada)","Jun 12, 2018","$17.6K","1h 42m","This quirky comedic war film focuses on Scottish soldier Charles Plumpick (Alan Bates), who is sent to a French town on a mission to disarm a bomb left behind by the retreating German army. Plumpick discovers that the area is deserted except for the inmates of the local asylum. The mental patients playfully take over the town and pronounce the soldier their king. While Plumpick is intrigued by the antics of the former inmates, he must stay on task and find the bomb before it detonates.",84,88,"King of Hearts"
